Order Number,Area Code (Location),Area Code,Budget COGS,Budget Margin,Budget Profit,Budget Sales,Cogs,Date,Inventory,Margin,Market Size,Market,Marketing,Number of Records,Product Id,Product Type,ProductId (Product),Product,Profit,Sales,State,Total Expenses,Type
CC7739,716,716,180,-80,-150,100,241,12/1/2010 0:00,5121,-93,Major Market,East,74,1,10,Herbal Tea,10,Mint,-189,148,New York,96,Decaf
CC7740,682,682,50,60,40,110,43,12/1/2010 0:00,531,56,Major Market,South,14,1,3,Coffee,3,Decaf Irish Cream,30,99,Texas,26,Decaf
CC7741,214,214,40,60,40,100,54,12/1/2010 0:00,601,79,Major Market,South,15,1,6,Espresso,6,Decaf Espresso,52,133,Texas,27,Decaf
CC7742,469,469,50,60,30,110,54,12/1/2010 0:00,424,73,Major Market,South,17,1,8,Herbal Tea,8,Chamomile,28,127,Texas,45,Decaf
CC7743,214,214,30,60,30,90,41,12/1/2010 0:00,435,60,Major Market,South,13,1,9,Herbal Tea,9,Lemon,24,101,Texas,36,Decaf
CC7744,714,714,260,-40,-150,220,224,12/1/2010 0:00,4216,-32,Major Market,West,73,1,3,Coffee,3,Decaf Irish Cream,-149,192,California,117,Decaf
CC7745,209,209,240,310,210,550,247,12/1/2010 0:00,1744,329,Major Market,West,81,1,6,Espresso,6,Decaf Espresso,216,576,California,113,Decaf
CC7746,626,626,80,110,80,190,86,12/1/2010 0:00,1003,124,Major Market,West,24,1,8,Herbal Tea,8,Chamomile,89,210,California,35,Decaf
CC7747,415,415,220,260,170,480,241,12/1/2010 0:00,1321,284,Major Market,West,74,1,9,Herbal Tea,9,Lemon,188,525,California,96,Decaf
CC7748,805,805,40,50,30,90,43,12/1/2010 0:00,531,56,Major Market,West,14,1,10,Herbal Tea,10,Mint,29,99,California,27,Decaf
CC7749,719,719,120,170,130,290,123,12/1/2010 0:00,959,179,Major Market,Central,34,1,1,Coffee,1,Amaretto,134,302,Colorado,45,Regular
CC7750,513,513,50,70,40,120,54,12/1/2010 0:00,424,73,Major Market,Central,17,1,1,Coffee,1,Amaretto,29,127,Ohio,44,Regular
CC7751,970,970,40,50,30,90,43,12/1/2010 0:00,531,56,Major Market,Central,14,1,2,Coffee,2,Columbian,29,99,Colorado,27,Regular
CC7752,847,847,220,300,190,520,224,12/1/2010 0:00,1191,310,Major Market,Central,73,1,2,Coffee,2,Columbian,194,534,Illinois,116,Regular
CC7753,614,614,40,50,20,90,41,12/1/2010 0:00,435,60,Major Market,Central,13,1,2,Coffee,2,Columbian,24,101,Ohio,36,Regular
CC7754,970,970,60,110,90,170,54,12/1/2010 0:00,601,79,Major Market,Central,15,1,5,Espresso,5,Caffe Mocha,53,133,Colorado,26,Regular
CC7755,815,815,310,420,320,730,247,12/1/2010 0:00,1744,329,Major Market,Central,81,1,5,Espresso,5,Caffe Mocha,216,576,Illinois,113,Regular
CC7756,740,740,190,200,140,390,153,12/1/2010 0:00,1319,153,Major Market,Central,42,1,5,Espresso,5,Caffe Mocha,87,306,Ohio,66,Regular
CC7757,303,303,30,50,10,80,46,12/1/2010 0:00,422,57,Major Market,Central,17,1,11,Tea,11,Darjeeling,6,103,Colorado,51,Regular
CC7758,309,309,40,70,50,110,54,12/1/2010 0:00,601,79,Major Market,Central,15,1,11,Tea,11,Darjeeling,53,133,Illinois,26,Regular
CC7759,513,513,70,110,70,180,88,12/1/2010 0:00,817,133,Major Market,Central,29,1,11,Tea,11,Darjeeling,72,221,Ohio,61,Regular
CC7760,303,303,40,50,20,90,53,12/1/2010 0:00,1054,63,Major Market,Central,16,1,12,Tea,12,Earl Grey,26,116,Colorado,37,Regular
CC7761,630,630,50,80,40,130,67,12/1/2010 0:00,677,101,Major Market,Central,22,1,12,Tea,12,Earl Grey,47,168,Illinois,54,Regular
CC7762,740,740,110,150,90,260,134,12/1/2010 0:00,690,186,Major Market,Central,41,1,12,Tea,12,Earl Grey,121,320,Ohio,65,Regular
CC7763,719,719,60,90,60,150,81,12/1/2010 0:00,551,104,Major Market,Central,26,1,13,Tea,13,Green Tea,66,185,Colorado,38,Regular
CC7764,754,754,70,120,80,190,88,12/1/2010 0:00,817,133,Major Market,East,29,1,2,Coffee,2,Columbian,73,221,Florida,60,Regular
CC7765,351,351,60,390,360,450,67,12/1/2010 0:00,-3534,443,Major Market,East,22,1,2,Coffee,2,Columbian,390,510,Massachusetts,53,Regular
CC7766,845,845,250,370,250,620,279,12/1/2010 0:00,2642,420,Major Market,East,97,1,2,Coffee,2,Columbian,271,699,New York,149,Regular
CC7767,305,305,100,140,30,240,105,12/1/2010 0:00,716,145,Major Market,East,95,1,5,Espresso,5,Caffe Mocha,21,250,Florida,124,Regular
CC7768,339,339,40,50,-10,90,47,12/1/2010 0:00,571,52,Major Market,East,42,1,5,Espresso,5,Caffe Mocha,-20,99,Massachusetts,72,Regular
CC7769,212,212,130,-70,-210,60,135,12/1/2010 0:00,3641,-69,Major Market,East,122,1,5,Espresso,5,Caffe Mocha,-224,66,New York,155,Regular
CC7770,351,351,150,140,80,290,153,12/1/2010 0:00,1319,153,Major Market,East,42,1,7,Espresso,7,Regular Espresso,87,306,Massachusetts,66,Regular
CC7771,718,718,240,400,320,640,250,12/1/2010 0:00,723,407,Major Market,East,70,1,7,Espresso,7,Regular Espresso,312,657,New York,95,Regular
CC7772,813,813,30,40,30,70,30,12/1/2010 0:00,882,45,Major Market,East,8,1,11,Tea,11,Darjeeling,26,75,Florida,19,Regular
CC7773,617,617,30,50,40,80,33,12/1/2010 0:00,870,49,Major Market,East,9,1,11,Tea,11,Darjeeling,29,82,Massachusetts,20,Regular
CC7774,716,716,90,120,90,210,86,12/1/2010 0:00,1003,124,Major Market,East,24,1,11,Tea,11,Darjeeling,89,210,New York,35,Regular
CC7775,718,718,120,190,150,310,123,12/1/2010 0:00,959,179,Major Market,East,34,1,12,Tea,12,Earl Grey,133,302,New York,46,Regular
CC7776,863,863,30,50,40,80,34,12/1/2010 0:00,863,51,Major Market,East,9,1,13,Tea,13,Green Tea,30,85,Florida,21,Regular
CC7777,857,857,30,40,30,70,29,12/1/2010 0:00,490,44,Major Market,East,8,1,13,Tea,13,Green Tea,25,73,Massachusetts,19,Regular
CC7778,518,518,50,80,60,130,54,12/1/2010 0:00,601,79,Major Market,East,15,1,13,Tea,13,Green Tea,52,133,New York,27,Regular
CC7779,972,972,280,340,240,620,241,12/1/2010 0:00,1321,284,Major Market,South,74,1,2,Coffee,2,Columbian,188,525,Texas,96,Regular
CC7780,512,512,50,70,30,120,67,12/1/2010 0:00,-1239,101,Major Market,South,22,1,4,Espresso,4,Caffe Latte,47,168,Texas,54,Regular
CC7781,972,972,90,140,110,230,123,12/1/2010 0:00,959,179,Major Market,South,34,1,5,Espresso,5,Caffe Mocha,133,302,Texas,46,Regular
CC7782,951,951,150,-30,-90,120,127,12/1/2010 0:00,2947,-25,Major Market,West,40,1,1,Coffee,1,Amaretto,-88,102,California,63,Regular
CC7783,707,707,330,500,350,830,279,12/1/2010 0:00,2642,420,Major Market,West,97,1,2,Coffee,2,Columbian,271,699,California,149,Regular
CC7784,916,916,240,240,160,480,250,12/1/2010 0:00,1820,251,Major Market,West,70,1,4,Espresso,4,Caffe Latte,157,501,California,94,Regular
CC7785,530,530,130,180,40,310,135,12/1/2010 0:00,940,187,Major Market,West,122,1,5,Espresso,5,Caffe Mocha,31,322,California,156,Regular
CC7786,916,916,90,130,110,220,123,12/1/2010 0:00,959,179,Major Market,West,34,1,11,Tea,11,Darjeeling,134,302,California,45,Regular
CC7787,619,619,30,60,50,90,54,12/1/2010 0:00,601,79,Major Market,West,15,1,12,Tea,12,Earl Grey,53,133,California,26,Regular
CC7788,213,213,40,80,50,120,67,12/1/2010 0:00,677,101,Major Market,West,22,1,13,Tea,13,Green Tea,47,168,California,54,Regular
CC7789,319,319,0,20,10,20,10,12/1/2010 0:00,594,14,Small Market,Central,3,1,3,Coffee,3,Decaf Irish Cream,-1,24,Iowa,15,Decaf
CC7790,816,816,60,70,40,130,63,12/1/2010 0:00,1075,76,Small Market,Central,19,1,3,Coffee,3,Decaf Irish Cream,36,139,Missouri,40,Decaf
CC7791,715,715,80,110,70,190,83,12/1/2010 0:00,575,112,Small Market,Central,27,1,3,Coffee,3,Decaf Irish Cream,57,195,Wisconsin,55,Decaf
CC7792,641,641,0,50,40,50,0,12/1/2010 0:00,344,43,Small Market,Central,0,1,6,Espresso,6,Decaf Espresso,32,43,Iowa,11,Decaf
CC7793,314,314,30,60,50,90,31,12/1/2010 0:00,844,46,Small Market,Central,8,1,6,Espresso,6,Decaf Espresso,27,77,Missouri,19,Decaf
CC7794,262,262,30,40,30,70,24,12/1/2010 0:00,567,32,Small Market,Central,7,1,6,Espresso,6,Decaf Espresso,13,56,Wisconsin,19,Decaf
CC7795,641,641,230,300,200,530,247,12/1/2010 0:00,1744,329,Small Market,Central,81,1,8,Herbal Tea,8,Chamomile,216,576,Iowa,113,Decaf
CC7796,417,417,40,60,0,100,49,12/1/2010 0:00,335,69,Small Market,Central,44,1,8,Herbal Tea,8,Chamomile,-5,118,Missouri,74,Decaf
CC7797,920,920,30,60,30,90,41,12/1/2010 0:00,320,66,Small Market,Central,12,1,8,Herbal Tea,8,Chamomile,30,107,Wisconsin,36,Decaf
CC7798,319,319,120,170,120,290,127,12/1/2010 0:00,830,185,Small Market,Central,40,1,9,Herbal Tea,9,Lemon,123,312,Iowa,62,Decaf
CC7799,573,573,80,60,20,140,92,12/1/2010 0:00,1898,68,Small Market,Central,28,1,9,Herbal Tea,9,Lemon,16,160,Missouri,52,Decaf
CC7800,715,715,30,40,30,70,34,12/1/2010 0:00,863,51,Small Market,Central,9,1,9,Herbal Tea,9,Lemon,30,85,Wisconsin,21,Decaf
CC7801,959,959,40,70,40,110,49,12/1/2010 0:00,392,65,Small Market,East,16,1,6,Espresso,6,Decaf Espresso,21,114,Connecticut,44,Decaf
CC7802,475,475,50,60,20,110,68,12/1/2010 0:00,619,85,Small Market,East,25,1,9,Herbal Tea,9,Lemon,27,153,Connecticut,58,Decaf
CC7803,603,603,20,40,10,60,39,12/1/2010 0:00,250,49,Small Market,East,14,1,9,Herbal Tea,9,Lemon,2,88,New Hampshire,47,Decaf
CC7804,475,475,40,60,40,100,63,12/1/2010 0:00,1075,76,Small Market,East,19,1,10,Herbal Tea,10,Mint,36,139,Connecticut,40,Decaf
CC7805,225,225,40,60,50,100,34,12/1/2010 0:00,863,51,Small Market,South,9,1,3,Coffee,3,Decaf Irish Cream,31,85,Louisiana,20,Decaf
CC7806,505,505,100,90,40,190,92,12/1/2010 0:00,1898,68,Small Market,South,28,1,3,Coffee,3,Decaf Irish Cream,16,160,New Mexico,52,Decaf
CC7807,580,580,30,60,50,90,33,12/1/2010 0:00,870,49,Small Market,South,9,1,3,Coffee,3,Decaf Irish Cream,28,82,Oklahoma,21,Decaf
CC7808,225,225,30,50,20,80,43,12/1/2010 0:00,466,63,Small Market,South,13,1,6,Espresso,6,Decaf Espresso,27,106,Louisiana,36,Decaf
CC7809,505,505,30,30,0,60,38,12/1/2010 0:00,256,51,Small Market,South,12,1,6,Espresso,6,Decaf Espresso,12,89,New Mexico,39,Decaf
CC7810,405,405,60,110,60,170,88,12/1/2010 0:00,817,133,Small Market,South,29,1,6,Espresso,6,Decaf Espresso,72,221,Oklahoma,61,Decaf
CC7811,225,225,80,110,70,190,94,12/1/2010 0:00,540,120,Small Market,South,31,1,8,Herbal Tea,8,Chamomile,77,214,Louisiana,43,Decaf
CC7812,505,505,10,20,10,30,16,12/1/2010 0:00,851,25,Small Market,South,4,1,8,Herbal Tea,8,Chamomile,9,41,New Mexico,16,Decaf
CC7813,405,405,60,70,20,130,65,12/1/2010 0:00,403,80,Small Market,South,24,1,8,Herbal Tea,8,Chamomile,22,145,Oklahoma,58,Decaf
CC7814,985,985,60,80,30,140,68,12/1/2010 0:00,619,85,Small Market,South,25,1,9,Herbal Tea,9,Lemon,26,153,Louisiana,59,Decaf
CC7815,505,505,20,40,20,60,31,12/1/2010 0:00,1009,38,Small Market,South,9,1,9,Herbal Tea,9,Lemon,7,69,New Mexico,31,Decaf
CC7816,580,580,90,140,30,230,105,12/1/2010 0:00,716,145,Small Market,South,95,1,9,Herbal Tea,9,Lemon,20,250,Oklahoma,125,Decaf
CC7817,702,702,30,50,30,80,31,12/1/2010 0:00,1009,38,Small Market,West,9,1,3,Coffee,3,Decaf Irish Cream,8,69,Nevada,30,Decaf
CC7818,503,503,40,80,50,120,41,12/1/2010 0:00,435,60,Small Market,West,13,1,3,Coffee,3,Decaf Irish Cream,25,101,Oregon,35,Decaf
CC7819,435,435,80,100,50,180,68,12/1/2010 0:00,619,85,Small Market,West,25,1,3,Coffee,3,Decaf Irish Cream,26,153,Utah,59,Decaf
CC7820,509,509,120,170,50,290,105,12/1/2010 0:00,716,145,Small Market,West,95,1,3,Coffee,3,Decaf Irish Cream,20,250,Washington,125,Decaf
CC7821,702,702,20,30,20,50,23,12/1/2010 0:00,807,35,Small Market,West,6,1,6,Espresso,6,Decaf Espresso,17,58,Nevada,18,Decaf
CC7822,971,971,150,140,80,290,153,12/1/2010 0:00,1319,153,Small Market,West,42,1,6,Espresso,6,Decaf Espresso,87,306,Oregon,66,Decaf
CC7823,435,435,40,70,50,110,50,12/1/2010 0:00,898,73,Small Market,West,14,1,6,Espresso,6,Decaf Espresso,47,123,Utah,26,Decaf
CC7824,253,253,70,100,60,170,80,12/1/2010 0:00,1079,96,Small Market,West,24,1,6,Espresso,6,Decaf Espresso,51,176,Washington,45,Decaf
CC7825,702,702,120,170,30,290,135,12/1/2010 0:00,940,187,Small Market,West,122,1,8,Herbal Tea,8,Chamomile,32,322,Nevada,155,Decaf
CC7826,541,541,20,30,20,50,24,12/1/2010 0:00,829,36,Small Market,West,6,1,8,Herbal Tea,8,Chamomile,19,60,Oregon,17,Decaf
CC7827,435,435,40,70,40,110,52,12/1/2010 0:00,327,75,Small Market,West,16,1,8,Herbal Tea,8,Chamomile,36,127,Utah,39,Decaf
CC7828,509,509,100,160,110,260,115,12/1/2010 0:00,1166,174,Small Market,West,37,1,8,Herbal Tea,8,Chamomile,105,289,Washington,69,Decaf
CC7829,775,775,210,280,170,490,224,12/1/2010 0:00,1191,310,Small Market,West,73,1,9,Herbal Tea,9,Lemon,194,534,Nevada,116,Decaf
CC7830,541,541,70,100,70,170,81,12/1/2010 0:00,551,104,Small Market,West,26,1,9,Herbal Tea,9,Lemon,66,185,Oregon,38,Decaf
CC7831,801,801,40,70,40,110,48,12/1/2010 0:00,462,74,Small Market,West,15,1,9,Herbal Tea,9,Lemon,28,122,Utah,46,Decaf
CC7832,425,425,40,70,50,110,49,12/1/2010 0:00,845,71,Small Market,West,13,1,9,Herbal Tea,9,Lemon,46,120,Washington,25,Decaf
CC7833,775,775,120,170,120,290,127,12/1/2010 0:00,830,185,Small Market,West,40,1,10,Herbal Tea,10,Mint,122,312,Nevada,63,Decaf
CC7834,435,435,80,60,20,140,92,12/1/2010 0:00,1898,68,Small Market,West,28,1,10,Herbal Tea,10,Mint,17,160,Utah,51,Decaf
CC7835,641,641,10,30,20,40,16,12/1/2010 0:00,851,25,Small Market,Central,4,1,1,Coffee,1,Amaretto,10,41,Iowa,15,Regular
CC7836,715,715,60,80,30,140,65,12/1/2010 0:00,403,80,Small Market,Central,24,1,1,Coffee,1,Amaretto,22,145,Wisconsin,58,Regular
CC7837,563,563,30,30,10,60,31,12/1/2010 0:00,1009,38,Small Market,Central,9,1,2,Coffee,2,Columbian,8,69,Iowa,30,Regular
CC7838,573,573,60,90,40,150,68,12/1/2010 0:00,619,85,Small Market,Central,25,1,2,Coffee,2,Columbian,26,153,Missouri,59,Regular
CC7839,715,715,100,140,30,240,105,12/1/2010 0:00,716,145,Small Market,Central,95,1,2,Coffee,2,Columbian,20,250,Wisconsin,125,Regular
CC7840,515,515,20,50,40,70,23,12/1/2010 0:00,807,35,Small Market,Central,6,1,5,Espresso,5,Caffe Mocha,17,58,Iowa,18,Regular
CC7841,314,314,60,90,70,150,50,12/1/2010 0:00,898,73,Small Market,Central,14,1,5,Espresso,5,Caffe Mocha,48,123,Missouri,25,Regular
CC7842,715,715,100,120,80,220,80,12/1/2010 0:00,1079,96,Small Market,Central,24,1,5,Espresso,5,Caffe Mocha,50,176,Wisconsin,46,Regular
CC7843,641,641,210,200,120,410,250,12/1/2010 0:00,1820,251,Small Market,Central,70,1,11,Tea,11,Darjeeling,156,501,Iowa,95,Regular
CC7844,573,573,30,40,10,70,38,12/1/2010 0:00,256,51,Small Market,Central,12,1,11,Tea,11,Darjeeling,11,89,Missouri,40,Regular
CC7845,262,262,30,50,20,80,43,12/1/2010 0:00,466,63,Small Market,Central,13,1,11,Tea,11,Darjeeling,28,106,Wisconsin,35,Regular
CC7846,641,641,240,300,170,540,294,12/1/2010 0:00,1838,360,Small Market,Central,111,1,12,Tea,12,Earl Grey,216,654,Iowa,144,Regular
CC7847,573,573,10,20,-10,30,20,12/1/2010 0:00,218,25,Small Market,Central,7,1,12,Tea,12,Earl Grey,-16,45,Missouri,41,Regular
CC7848,920,920,40,60,0,100,55,12/1/2010 0:00,627,76,Small Market,Central,49,1,12,Tea,12,Earl Grey,-3,131,Wisconsin,79,Regular
CC7849,636,636,30,40,0,70,39,12/1/2010 0:00,250,49,Small Market,Central,14,1,13,Tea,13,Green Tea,2,88,Missouri,47,Regular
CC7850,603,603,40,70,50,110,52,12/1/2010 0:00,327,75,Small Market,East,16,1,1,Coffee,1,Amaretto,37,127,New Hampshire,38,Regular
CC7851,203,203,100,160,110,260,115,12/1/2010 0:00,1166,174,Small Market,East,37,1,2,Coffee,2,Columbian,105,289,Connecticut,69,Regular
CC7852,603,603,40,60,30,100,48,12/1/2010 0:00,462,74,Small Market,East,15,1,2,Coffee,2,Columbian,28,122,New Hampshire,46,Regular
CC7853,475,475,50,70,10,120,55,12/1/2010 0:00,627,76,Small Market,East,49,1,5,Espresso,5,Caffe Mocha,-2,131,Connecticut,78,Regular
CC7854,603,603,40,70,10,110,49,12/1/2010 0:00,335,69,Small Market,East,44,1,5,Espresso,5,Caffe Mocha,-4,118,New Hampshire,73,Regular
CC7855,603,603,10,30,0,40,20,12/1/2010 0:00,218,25,Small Market,East,7,1,7,Espresso,7,Regular Espresso,-16,45,New Hampshire,41,Regular
CC7856,860,860,50,70,50,120,50,12/1/2010 0:00,898,73,Small Market,East,14,1,11,Tea,11,Darjeeling,47,123,Connecticut,26,Regular
CC7857,603,603,10,30,20,40,16,12/1/2010 0:00,851,25,Small Market,East,4,1,11,Tea,11,Darjeeling,10,41,New Hampshire,15,Regular
CC7858,959,959,30,50,40,80,33,12/1/2010 0:00,818,49,Small Market,East,9,1,13,Tea,13,Green Tea,28,82,Connecticut,21,Regular
CC7859,603,603,0,40,30,40,0,12/1/2010 0:00,344,43,Small Market,East,0,1,13,Tea,13,Green Tea,32,43,New Hampshire,11,Regular
CC7860,318,318,50,90,70,140,49,12/1/2010 0:00,845,71,Small Market,South,13,1,2,Coffee,2,Columbian,46,120,Louisiana,25,Regular
CC7861,505,505,50,90,50,140,48,12/1/2010 0:00,462,74,Small Market,South,15,1,2,Coffee,2,Columbian,27,122,New Mexico,47,Regular
CC7862,405,405,90,130,100,220,81,12/1/2010 0:00,551,104,Small Market,South,26,1,2,Coffee,2,Columbian,66,185,Oklahoma,38,Regular
CC7863,985,985,40,60,0,100,55,12/1/2010 0:00,-1053,76,Small Market,South,49,1,4,Espresso,4,Caffe Latte,-3,131,Louisiana,79,Regular
CC7864,505,505,10,20,-10,30,20,12/1/2010 0:00,-598,25,Small Market,South,7,1,4,Espresso,4,Caffe Latte,-15,45,New Mexico,40,Regular
CC7865,918,918,100,140,90,240,134,12/1/2010 0:00,-2248,186,Small Market,South,41,1,4,Espresso,4,Caffe Latte,121,320,Oklahoma,65,Regular
CC7866,985,985,30,50,20,80,41,12/1/2010 0:00,320,66,Small Market,South,12,1,5,Espresso,5,Caffe Mocha,31,107,Louisiana,35,Regular
CC7867,505,505,30,60,10,90,49,12/1/2010 0:00,335,69,Small Market,South,44,1,5,Espresso,5,Caffe Mocha,-5,118,New Mexico,74,Regular
CC7868,580,580,20,30,20,50,29,12/1/2010 0:00,490,44,Small Market,South,8,1,5,Espresso,5,Caffe Mocha,24,73,Oklahoma,20,Regular
CC7869,503,503,50,80,20,130,47,12/1/2010 0:00,521,65,Small Market,West,42,1,1,Coffee,1,Amaretto,-7,112,Oregon,72,Regular
CC7870,435,435,70,90,50,160,63,12/1/2010 0:00,1075,76,Small Market,West,19,1,1,Coffee,1,Amaretto,36,139,Utah,40,Regular
CC7871,775,775,40,60,20,100,39,12/1/2010 0:00,250,49,Small Market,West,14,1,2,Coffee,2,Columbian,1,88,Nevada,48,Regular
CC7872,503,503,40,70,20,110,41,12/1/2010 0:00,482,57,Small Market,West,13,1,2,Coffee,2,Columbian,1,98,Oregon,56,Regular
CC7873,801,801,50,80,50,130,49,12/1/2010 0:00,392,65,Small Market,West,16,1,2,Coffee,2,Columbian,21,114,Utah,44,Regular
CC7874,253,253,80,120,80,200,72,12/1/2010 0:00,461,104,Small Market,West,23,1,2,Coffee,2,Columbian,58,176,Washington,46,Regular
CC7875,702,702,0,40,30,40,0,12/1/2010 0:00,344,43,Small Market,West,0,1,4,Espresso,4,Caffe Latte,31,43,Nevada,12,Regular
CC7876,971,971,40,50,10,90,46,12/1/2010 0:00,422,57,Small Market,West,17,1,4,Espresso,4,Caffe Latte,6,103,Oregon,51,Regular
CC7877,435,435,30,40,30,70,31,12/1/2010 0:00,844,46,Small Market,West,8,1,4,Espresso,4,Caffe Latte,26,77,Utah,20,Regular
CC7878,253,253,20,30,20,50,24,12/1/2010 0:00,567,32,Small Market,West,7,1,4,Espresso,4,Caffe Latte,13,56,Washington,19,Regular
CC7879,775,775,10,20,10,30,16,12/1/2010 0:00,851,25,Small Market,West,4,1,5,Espresso,5,Caffe Mocha,10,41,Nevada,15,Regular
CC7880,503,503,50,70,40,120,54,12/1/2010 0:00,424,73,Small Market,West,17,1,5,Espresso,5,Caffe Mocha,28,127,Oregon,45,Regular
CC7881,435,435,90,110,70,200,94,12/1/2010 0:00,540,120,Small Market,West,31,1,5,Espresso,5,Caffe Mocha,77,214,Utah,43,Regular
CC7882,509,509,60,80,30,140,65,12/1/2010 0:00,403,80,Small Market,West,24,1,5,Espresso,5,Caffe Mocha,23,145,Washington,57,Regular
CC7883,702,702,180,240,150,420,247,12/1/2010 0:00,1744,329,Small Market,West,81,1,11,Tea,11,Darjeeling,215,576,Nevada,114,Regular
CC7884,971,971,20,30,30,50,29,12/1/2010 0:00,490,44,Small Market,West,8,1,11,Tea,11,Darjeeling,25,73,Oregon,19,Regular
CC7885,435,435,30,50,0,80,49,12/1/2010 0:00,335,69,Small Market,West,44,1,11,Tea,11,Darjeeling,-4,118,Utah,73,Regular
CC7886,509,509,30,40,20,70,41,12/1/2010 0:00,320,66,Small Market,West,12,1,11,Tea,11,Darjeeling,30,107,Washington,36,Regular
CC7887,702,702,180,180,100,360,250,12/1/2010 0:00,1820,251,Small Market,West,70,1,12,Tea,12,Earl Grey,157,501,Nevada,94,Regular
CC7888,971,971,60,100,60,160,88,12/1/2010 0:00,817,133,Small Market,West,29,1,12,Tea,12,Earl Grey,73,221,Oregon,60,Regular
CC7889,801,801,20,40,10,60,38,12/1/2010 0:00,256,51,Small Market,West,12,1,12,Tea,12,Earl Grey,12,89,Utah,39,Regular
CC7890,509,509,30,40,20,70,43,12/1/2010 0:00,466,63,Small Market,West,13,1,12,Tea,12,Earl Grey,28,106,Washington,35,Regular
CC7891,775,775,210,-210,-320,0,294,12/1/2010 0:00,8252,-294,Small Market,West,111,1,13,Tea,13,Green Tea,-408,31,Nevada,145,Regular
CC7892,503,503,90,140,100,230,134,12/1/2010 0:00,690,186,Small Market,West,41,1,13,Tea,13,Green Tea,121,320,Oregon,65,Regular
CC7893,435,435,10,20,0,30,20,12/1/2010 0:00,218,25,Small Market,West,7,1,13,Tea,13,Green Tea,-15,45,Utah,40,Regular
CC7894,360,360,40,50,-10,90,55,12/1/2010 0:00,627,76,Small Market,West,49,1,13,Tea,13,Green Tea,-3,131,Washington,79,Regular
CC7895,719,719,100,140,110,240,95,1/1/2011 0:00,821,139,Major Market,Central,26,1,3,Coffee,3,Decaf Irish Cream,157,262,Colorado,40,Decaf
CC7896,217,217,100,140,100,240,95,1/1/2011 0:00,608,139,Major Market,Central,30,1,3,Coffee,3,Decaf Irish Cream,136,262,Illinois,55,Decaf
CC7897,513,513,60,90,20,150,63,1/1/2011 0:00,435,87,Major Market,Central,57,1,3,Coffee,3,Decaf Irish Cream,0,168,Ohio,91,Decaf
CC7898,719,719,80,130,80,210,72,1/1/2011 0:00,558,108,Major Market,Central,23,1,6,Espresso,6,Decaf Espresso,83,201,Colorado,58,Decaf
CC7899,773,773,260,270,180,530,228,1/1/2011 0:00,1459,228,Major Market,Central,63,1,6,Espresso,6,Decaf Espresso,218,510,Illinois,92,Decaf
CC7900,937,937,60,90,40,150,58,1/1/2011 0:00,338,72,Major Market,Central,22,1,6,Espresso,6,Decaf Espresso,25,145,Ohio,59,Decaf
CC7901,720,720,140,160,110,300,170,1/1/2011 0:00,1091,171,Major Market,Central,47,1,8,Herbal Tea,8,Chamomile,154,382,Colorado,76,Decaf
CC7902,773,773,70,120,100,190,89,1/1/2011 0:00,777,130,Major Market,Central,24,1,8,Herbal Tea,8,Chamomile,148,245,Illinois,37,Decaf
CC7903,567,567,20,50,50,70,32,1/1/2011 0:00,456,48,Major Market,Central,8,1,8,Herbal Tea,8,Chamomile,45,90,Ohio,20,Decaf
CC7904,720,720,50,80,20,130,63,1/1/2011 0:00,435,87,Major Market,Central,57,1,9,Herbal Tea,9,Lemon,0,168,Colorado,91,Decaf
CC7905,773,773,70,90,60,160,83,1/1/2011 0:00,623,107,Major Market,Central,27,1,9,Herbal Tea,9,Lemon,106,213,Illinois,41,Decaf
CC7906,614,614,20,50,50,70,32,1/1/2011 0:00,821,48,Major Market,Central,8,1,9,Herbal Tea,9,Lemon,45,90,Ohio,20,Decaf
CC7907,970,970,50,70,40,120,60,1/1/2011 0:00,336,80,Major Market,Central,19,1,10,Herbal Tea,10,Mint,51,157,Colorado,49,Decaf
CC7908,224,224,80,120,100,200,95,1/1/2011 0:00,821,139,Major Market,Central,26,1,10,Herbal Tea,10,Mint,157,262,Illinois,40,Decaf
CC7909,386,386,80,110,70,190,84,1/1/2011 0:00,500,116,Major Market,East,26,1,3,Coffee,3,Decaf Irish Cream,104,224,Florida,51,Decaf
CC7910,305,305,70,100,60,170,77,1/1/2011 0:00,432,103,Major Market,East,25,1,6,Espresso,6,Decaf Espresso,78,201,Florida,56,Decaf
CC7911,850,850,30,50,30,80,48,1/1/2011 0:00,623,62,Major Market,East,15,1,8,Herbal Tea,8,Chamomile,53,123,Florida,29,Decaf
CC7912,904,904,40,50,20,90,54,1/1/2011 0:00,312,66,Major Market,East,20,1,9,Herbal Tea,9,Lemon,20,134,Florida,56,Decaf
CC7913,781,781,40,60,30,100,58,1/1/2011 0:00,338,72,Major Market,East,22,1,9,Herbal Tea,9,Lemon,26,145,Massachusetts,58,Decaf
CC7914,516,516,180,190,100,370,245,1/1/2011 0:00,1419,238,Major Market,East,93,1,9,Herbal Tea,9,Lemon,173,540,New York,133,Decaf
CC7915,321,321,50,60,40,110,69,1/1/2011 0:00,965,81,Major Market,East,21,1,10,Herbal Tea,10,Mint,61,168,Florida,44,Decaf
CC7916,516,516,150,-10,-70,140,207,1/1/2011 0:00,965,-27,Major Market,East,64,1,10,Herbal Tea,10,Mint,-176,201,New York,90,Decaf
